FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_116,Advanced Taxation,Teacher is very nice. He has much practical knowledge,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Good,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,"A true mentor sir has not only imparts knowledge but also instills a love for learning. Their positive influence extends beyond the classroom, fostering a lifelong curiosity in their students. Beyond academics, sir has imparts valuable life skills and fosters a sense of responsibility, preparing students for success not just in the classroom but in their future endeavors.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,well and good knowledge about accounting purpose specially in tax accounting,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,very supportive and cooperative teacher ... willing to assist and guide students is truly appreciated,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Very good and helping teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Good teacher.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Best Teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Teacher shares knowledgeable information and had a good grip on the course. Teaches the course in a good way and way of teaching is so good.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Teacher is gorgeous and he also do career counclings to us,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Give respect and always encourage the students to come forward.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,okay,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Teacher is always well prepared and fair in assessment,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,"Sir Shujaat Ali has been an outstanding instructor for the Advanced Taxation course. Their efficient teaching style and clear explanations have greatly enhanced my understanding of complex tax concepts. I appreciate their dedication, approachability, and commitment to creating a positive learning environment. Overall, an excellent educator.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Sir Shujaat is one of the best teachers I ever learned from.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,one of the best teacher i have ever taught by,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Excellent,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,GOAT¿¿,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Very lazy teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Brilliant teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Good Teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,One of the best teacher. sir Shujaat we will remember  you.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,amzing teacher no one like him always relax the class guide students and motivate them,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Brillent teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,N...,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,The way he teaches is awesome.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,Good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Advanced Taxation,good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Excellent course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Course is very interesting and provides us great knowledge.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,The course was brilliant. I have learned alot out of this course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Relevant to the degree program.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,No Any.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,"Love the course overall, will be useful in our business endeavours.",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,must for buisness graduates,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,N/A-,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,The course was good.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,the course outline was lengthy and more topics was included in this course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Interesting,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Interesting,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Rough and outdated tax laws making it a very dry infact worse course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Course was relatively well with the all types of sources of income and it's taxation,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Useful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,¿na,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,"Taxation course is good, it develops good understanding of tax in different head of incomes",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Helpful Course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,The instructor's expertise and passion for the subject were evident in every lecture. I found myself eagerly looking forward to each class.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,very helpful in the context of pakistan,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Informative,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Very informative,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Helpful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Interesting,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Excellent teaching experience,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Instructor teachesbusbvery well.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,The teacher was brilliant. He always used to come prepared for class.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Sir shujaat is a very conpetitive teacher. He should teach this course to BBA program students more oftenly.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,No Any.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,"hes a great teacher, has great knowledge of the subject and demonstrates it well too. He has taught taxation so well it seems like a piece of cake to me.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Well prepared and deleiver in well manner,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,N/A-,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Sir Masroor is a wonderful teacher.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,"Well prepared everytime, delivered knowledge and practical examples well.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Good teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,A good teacher that knows his course well,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,"Teacher was collaborative with other students. However, he always discriminated me against class participations",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Great with vast experience,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,¿¿na,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,He is very cooperative with student.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,The teacher behaviour was good and polite,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Thank you for being such an inspiring educator! Your passion for teaching truly shines through in every lesson.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,very Cooperative,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Nice and polite one,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Nice,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,Very Cooperative and Supportive,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Laws of Taxation,He is always prepared in class.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,So so,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,Subject is related to our field and will help us in future,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,Good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,No,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,This is also the major of our degree to learn the taxation. He tried his best to give us the knowledge about taxation that how it helps us in our corporate life.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,Good,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,Teacher is Good and full of knowledge,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,Sir is genius,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_116,Principles of Taxation,Best,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,best teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The course was helpful and related to our program.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,COURSE should be more advanced.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,English is very important now a days so we have to learn more about it .,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The Course should have been more advanced because we are at a university level. Like IBA Karachi and LUMS.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,N/A.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,..,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Learned new things.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,This subject help us alot in English,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Good course outlines,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,english was made easy because of the teacher,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,ok,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,N/A.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,very good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Good.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The course outline should include the the other things related to perpetration of IELETS exam as most of the students give IELETS after graduation to settled in abroad,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,this course is well designed for basic to advanced students.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The course is the so good and purposeful and helpful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"AREER, INSTITUTION, STRM, TO_CHAR(EFFDT,'YYYY-MM-DD'), CLASS_NBR, L_QUESTION_NBR, L_EVAL_IDENTITY, L_QUESTION_RATING, COMMENTS FROM PS_L_INST_EVAL_TBL WHERE ACAD_CAREER=:1 AND INSTITUTION=:2 L",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Very knowledeable,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The teacher taught us very well. Teacher's method of teaching was suitable and understood by us.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,It was nice time with him through out the semester the way he focuses on encouraging students to come forward and having class participation.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,..,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Sir knows how to deal with their students and knows how to get their attention is the class.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,N/A.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,..,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The teacher made every thing very easy for us. He is very humble and very cooperative.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,good teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Sir is very helpful,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,He is one of the best teacher.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"Sir bahawal is one my favourite teachers in iba due to his way of teaching,his strategies are really effective.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,ok,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,N/A.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Sir Bahwal Soomro has been a great teacher throuhout the semester. He taught very well as per the course.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Teacher was so energetic and promoted class participation.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Sir bahawal soomro is very friendly and his way of teaching is unique as he make us entertain and not get bored by making group discussions in class and make us play the topic related game on kahoot,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"he is the Very Kind and Good teacher, he Understand students level of understanding.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"Sir Bahawal is the best teacher 
He have a lot of knowledge. He give us respect and care. He is such a best teacher. His study way is best. He motivate us.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"CAREER, INSTITUTION, STRM, TO_CHAR(EFFDT,'YYYY-MM-DD'), CLASS_NBR, L_QUESTION_NBR, L_EVAL_IDENTITY, L_QUESTION_RATING, COMMENTS FROM PS_L_INST_EVAL_TBL WHERE ACAD_CAREER=:1 AND INSTITUTION=:2 L",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Very kind and humble,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Teacher is using simple English language. So I will appreciate this teacher.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,10/10/2025 0:00,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ecmxcellent,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Latest,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,course is interesting and we learn many things in this course,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,useful,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,After getting knowledge from sir we get more knowledge and effective working,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,COUSRE MANUAL WAS GOOD BUT IT CAN BE BEST IF WE INCLUDE MORE GRAMMITICAL TERMS AND PUT ATTENTION ON TRANSLATION OR WRITING.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Almost completed,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Communication skills should be focused in course,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Perfect,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Subject is very interesting,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Easy subject,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
